,anime_id,name,type,rating,genre,episodes,creators,aired_year,awards_no,descript
449,3396,Jikuu Tantei Genshi-kun,TV Series,5.4,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen",39,6,1998,0,"It is the 25th century. The dark lord has 'infected' history with time-devices that could damage history beyond repair. Flint and his father lived in the prehistorics when they got turned into fossils. They are discovered and Flint gets turned back to his original state. With the help of his father, a boy Tony and a girl Sara he has to travel through time to bring the time-devices back to the land of time so history will be saved.Source: ANN
	"
450,3408,Shakugan no Shana,TV Series,7.96,"Action, Drama, Fantasy, Romance, School, Supernatural",24,18,2005,1,"* Based on the novel by Takahashi Yashichirou.
The 15-year-old Sakai Yuuji used to be a normal student, but one day that normal life ended, when he was assaulted by a monster, Guze no Tomogara, from another world that turns humans into edible light. Luckily Yuuji was saved by Enpatsu Shakugan no Uchite, a girl with burning hair and red eyes. Though when she tells him, ""You don't exist any more."", Yuuji knows that his normal life has ended...Note: Shakugan means flaming eyes in Japanese.
	"
451,3414,Lamune,TV Series,7.15,"Drama, Romance, Slice of Life",12,17,2005,0,"Tomosaka Kenji moves to a coastal town as a child. At the time, the sea was shining like lemonade (lamune), reflecting the sunlight of the summer.
He meets Konoe Nanami, who lives next door, just beyond his veranda. And as the seasons pass, their shared memories accumulate with time. They think of the precious moments in their lives and their relationship.
When the sun begins to shine strongly again, the cicadas begin to buzz, and the sky clears up. For Kenji and Nanami this is a far from ordinary summer...
	"
452,3421,Rerere no Tensai Bakabon,TV Series,,Comedy,24,10,1999,0,"This story contains a lot of humor and edgy jokes that attract an audience ranging from toddlers to adults. Bakabon and his father turn common sense on its head. After all, common sense, that we take for granted, is frequently nonsensical, but comical. Bakabon's father has his own philosophy and he leaves no stone unturned in his quest for answers. Bakabon joins him in his philosophical quests which drive the people in their town crazy.Source: Official Website
	"
453,3427,Utawarerumono,TV Series,8.14,"Action, Drama, Fantasy, Sci-Fi",26,17,2006,0,"* An anime adaptation of the Leaf / Aquaplus RPG erotic game.
Hakuoro has lost his memory after succumbing to serious injuries. But thanks to an elderly woman and her granddaughter Eruruu, he is nursed back to health. His face is covered by a strange irremovable mask and he occasionally sees beastly visions. Eruruu now cares for him as he becomes accustomed to the village and its inhabitants, who all bear strange ears (the women also have tails). Though these people venerate the forces of nature, desecration of an altar forces them to take drastic measures to preserve their lives from the wrath of Mutikapa-sama, guardian of the forest.
	"
454,3428,To Heart 2,TV Series,6.8,"Comedy, Drama, Harem, Romance, School, Slice of Life",13,17,2005,0,"Following her graduation from middle school, Yuzuhara Konomi enters the same high school as Kouno Takaaki, her childhood friend. As the new school year begins, they meet their childhood friend  Kousaka Tamaki, as well as many new acquaintances. Unbeknownst to the group, their encounters with each other will soon lead to many memorable adventures.Note: Contrary to the name it is not a sequel to the first To Heart anime series. The main characters, who share a lot of similarities with the old main characters: Hiroyuki and Akari, this time around are Takaaki and Konomi.
	"
455,3433,Mushishi,TV Series,8.73,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",26,15,2005,2,"They are neither plants nor animals. They differ from other forms of life such as micro-organisms and fungi. Instead they resemble the primeval body of life and are generally known as Mushi. Their existence and appearance are mostly unknown and only a limited number of humans are aware of them. Ginko one of these select few, a Mushi-shi, travels around to investigate the Mushi. In the process, he also lends a helping hand to people who face problems with supernatural occurrences that may be related to the Mushi.Source: AnimeNfo
	"
456,3444,Makai Senki Disgaea,TV Series,6.96,"Action, Comedy, Demons, Fantasy, Magic",12,13,2006,0,"They say it exists in the place deeper than any sea and darker than any darkness.
It is a dark place where ominous things gather.
No one knows where it is, but everybody believes it and is afraid of it.
Krichevskoy, the king of devils, died.
The news of the great king, who had ruled the Devil World for a long time, traveled among other worlds. Soon, it got around all over the Devil World. Taking this opportunity, ambitious daemons, who had smoldered with their complaints, rose one after another. Then the Devil World turned into the age of rival chiefs. Two years have passed since then...
And after a two year slumber, Laharl, the prince of the Netherworld, finds the Netherworld in chaos after the death of his father, King Krichevskoy. Not wasting any time, Laharl, with the help of his father's former vassal Etna, sets out to conquer the Netherworld and proclaim himself Overlord.Description by XellosPL
	"
457,3446,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,TV Series,7.89,"Game, Psychological, Seinen, Thriller",26,17,2005,0,"* Based on the mahjong manga by Fukumoto Nobuyuki.
On a cold and stormy night, Akagi Shigeru crawled out of the ocean, stumbled into a dingy waterfront Mahjong parlor and into a rough Mahjong game. Nangou was heavily in debt and had been offered a chance to gamble it away by the yakuza. If that did not work, they had made sure that his life insurance policy would more than cover what he owed them. That evening's tiles had not been kind to Nangou and with nothing left to lose, he decided to take a chance and let the thirteen-year-old Akagi play in his place. The events of that evening are still quietly spoken about, of how a rank beginner beat the yakuza rep (or professional) player. It was that night that the legend of Akagi - the genius or monster of the Mahjong game - was born.
	"
458,3449,Ginga Densetsu Weed,TV Series,6.96,"Adventure, Drama, Shounen",26,5,2005,0,"Weed, a dog, happens to hear that he is the son of Gin, the great leader of Ou. Gin lead the dogs of Ou to victory in a fight against the monstrous bear Akakabuto. Weed starts his journey to find his father, and meets both friends and enemies on his way.
	"
459,3450,IGPX: Immortal Grand Prix (2005),TV Series,7.19,"Drama, Mecha, Sci-Fi, Shounen, Sports",24,15,2005,0,"In the year 2048, people are raving about a fighting race called ""Immortal Grand Prix"", or IGPX in short, which is faster and more exciting than any of the existing motor sports. The phenomenon is so big that an entire city was built for the racing industry where competitions take place on a huge track. In the ""Immortal Grand Prix"", two teams of three IG machines, high-tech humanoid mechs driven by humans, race at speeds greater than 400km/h. The teams make three laps of a 60 km course while intercepting the opponent as they vie for a first place finish. The best machine performance, the best pilots and the best teamwork are the only factors that can make them the winners.Source: Production IG English IGPX site
	"
460,3463,Capeta,TV Series,8.05,"Cars, Shounen, Sports",52,15,2005,0,"Taira Kappeita, or Capeta, was a 4th grader boy. He had lost his mother when he had been very little. Although he pretended to be tough in front of his father, actually he felt lonely. One day, his father brought junk parts home from his workplace and made a racing cart. Soon, they went to a circuit to drive the cart. However, Capeta found that its frame was bent and it could hardly run straight. But, with his technique he managed the cart. Furthermore, he followed soon after the fast cart and he could nearly leave it behind. The driver in the cart was Minamoto Naomoi, the champion of the East Japan Junior Cart. Looking at their chase, Naomi's mother, Minamoto Nanako, advised Capeta to take part in the official race.
	"
461,3465,Gunparade Orchestra,TV Series,5.74,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life",24,19,2005,0,"* Based on the new Gunparade Orchestra game for the PS2, a long-awaited continuation for Takidou Gensou Gun Parade March. Both, the anime and the game are simultaneously developed.
The story of the Gunparade series takes place in an alternate reality. By the end of World War II, in 1945, an alien race called the Genju suddenly descended upon the war-torn Earth to take it over. Suddenly, the world has a much bigger thing to worry about than simple matters over pride and land. These aliens are out to wipe out the human race!
United for the first time in human history against an unprecedented threat mankind have fought the Genjyu for over half a century, only to see their world slowly swallowed by the devastating foe invading the planet. Jumping forward to present day (sometime in the year 1999) in the Japanese region of Kyushu we discover the humans are fighting back with newly devised weapons known as Humanoid Walking Tanks (HWT), and the hideous power which is the PBE bomb against the Genju ""Brains"" leading the assaults on the few safe havens that remain.
Ishida Sara graduated the staff training school Toshitake in Tokyo and is assigned as the troop flight leader of the 4th division of the 108th guard army in Aomori. The troop is lacking any experience though, as nobody has ever encounter the aliens in a real fight. Above all there's somebody amongst the troop who doesn't welcome her. Just in this hard times the Genju appear oncemore and the 4th division gets the order to make a sortie and fight them...
	"
462,3468,Gintama,TV Series,8.45,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",201,15,2006,2,"* Based on the popular manga by Sorachi Hideaki.Sakata Gintoki is a samurai living in an era when samurais are no longer needed. To add to his troubles, oppressive aliens have moved in to invade. Gintoki lives with Kagura and Shimura Shinpachi, taking on odd jobs to make the world a better place... and to pay their rent.Source: ANN
	"
463,3499,Tokkou,TV Series,6.98,"Action, Comedy, Horror, Mystery, Police, Supernatural",13,16,2006,0,"* Based on the manga of the same name written and illustrated by Fujisawa Tooru, serialised in Afternoon.
Five years ago, a tragedy befell a certain housing community in Machida. To the public, it was known as a bizarre cultist serial killing in which three hundred and eighty-two people were massacred, leaving only twelve survivors. Even now, the area is closed off to the public, hiding the massive hole that seems to be growing every day, engulfing more and more of the abandoned buildings.Shindou Ranmaru, one of the survivors, is bent on the revenge of his parents who were murdered in the Machida Incident. Even while plagued by nightmarish dreams of monsters and a half-naked woman wielding a sword, he has graduated into the ranks of the Special Mobile Investigation Force, known as TOKKI.
On his first day with TOKKI, Ranmaru meets the woman he has been seeing in his dreams, and he begins to learn the truth behind his parents' murder.â written by Quaenorde
	"
464,3500,Ginban Kaleidoscope,TV Series,7.51,"Drama, Romance, Sports",12,16,2005,0,"* Based on a manga with the same name by Kaibara Rei.
16-year old Sakurano Tazusa is a Japanese figure ice-skater who considers herself to be worth $10 billion in beauty. While executing her moves in the Women's Figure Skating Grand Prix, she stumbled and landed badly, hence resulting in her loss in the competition. At the same time in a different place, a Canadian youth by the name of Pete Pumps was performing an air stunt when an accident happened which led to his passing. By a weird twist of fate, Tazusa began to hear strange voices and realized that a Canadian ghost has resided in her body. After futile attempts to get rid of Pete, Tazusa decides to get accustomed to his presence and in the meantime, improve on her techniques in order to get selected for the Olympics.Source: ANN
	"
465,3512,Noein: Mou Hitori no Kimi e,TV Series,7.95,"Adventure, Drama, Sci-Fi, Slice of Life",24,15,2005,0,"As a child, Haruka saw ghosts and spectres. She realized in her twelfth year, after observing a certain white haired, black cloaked man standing on the cross of a church, that what she was seeing were not ghosts.
Soon after this first sighting, time stopped in the middle of a quarrel between herself and her childhood friend Gotou Yuu, and the man appeared before her again, surrounded by blue snow, calling her the Dragon's Torque.
A ghost hunt for the black caped ghost, initiated by her school friend Mukai Miho, finds Haruka and Yuu face to face with him once more: Karasu, an alternate Yuu from a different dimension, fifteen years from the future.
Karasu's a Dragon Knight from the dimension called La'cryma, trying prevent it's destruction at the hand of the masked man of Shangri'la. To save La'cryma, he must capture Haruka, which sends his emotions into chaos, as she resembles the Haruka of his dimension that he'd failed to protect in the struggle against Shangri'la.
Shangri'la's intentions to create an ideal timespace by destroying and assimilating all possible dimensions requires Haruka's power to manipulate timespaces, while La'cryma needs her power to thwart Shangri'la's plans.
Haruka, Yuu, and their friends are swept up in a clash between ideals, quantum physics, greed, and mankind's inherit desire to survive as they struggle to understand the concept of infinite parallel dimensions and the changes in their own.Source: Quaenorde
	"
466,3516,Monkey Magic,TV Series,4.35,"Adventure, Fantasy, Kids",13,2,1998,0,"From out of the fires of space he was born... Kongo, a monkey made of stone, magically brought to life.
Obsessed with a desire to learn and a need to be great, Kongo leaves his ""family"" on Flower Fruit Mountain in search of ancient knowledge and arcane wisdom. Not content to merely study and learn the mystical arts, Kongo masters the magic Jet Cloud, the first of his great weapons.
With the power of the Jet Cloud, Kongo gains mastery of the air and returns to his adopted home just in time. Humans are laying claim to the monkeys' ancestral home. With his Jet Cloud and his newly-learned magical wisdom, Kongo defeats the humans and proclaims himself King of Flower Fruit Mountain.
But in the Celestial Heavens, the gods are uneasy. A monkey defeating humans and declaring himself king? That cannot be allowed! They decide the monkeys must be taught a lesson and so they launch an attack on Kongo and all the monkeys of Flower Fruit Mountain.
	"
467,3522,Tactical Roar,TV Series,6.6,"Comedy, Military, Romance, Sci-Fi",13,15,2006,0,"In the near future, a giant stagnant typhoon, the so called Grand Roar, suddenly appears in the West Pacific Ocean. This typhoon changes the worlds climate and changes the world picture considerably. The rise of the seas surface, change of ocean currents, and change of the climate causes a lot of damage all over the world, especially in Asia. Later, the disaster is called Case Omega, and is deeply engraved in the worlds history.
50 years have passed since the Grand Roar appeared, people have recovered through bloody effort. The importance of the ocean route is realized again, and the world enters into a second Age of Discovery. However, there is a dark shadow over the development of these routes! Terrorism, namely pirates plague the seas. To cope with these pirates, private enterprises organize an armed self-defense organization.
The story of Tactical Roar is about a girls who embark on an escort ship in order to fight against pirates.Source: AnimeNfo with minor revisions
	"
468,3529,Corrector Yui,TV Series,6.8,"Adventure, Comedy, Magic, Sci-Fi",52,6,1999,0,"* Based on a manga by Asamiya Kia and Okamoto Keiko.
Set in the year 2020, Kasuga Yui arrives for her ComNet class where even the teacher is virtual, but she isn't very good with computers. Her father works developing software, and she's excited about the prospect of spending the day in a virtual fun park with him. But Grosser is working to take over ComNet and Yui must stop him. To do this she is sucked into the net itself and is given downloadable elemental suits which she uses to fight as the ComNet Fairy, Corrector Yui.
	"
469,3562,Animal Yokochou,TV Series,6.59,"Adventure, Comedy, Fantasy, Shoujo",51,18,2005,0,"Ami-chan looks like a normal girl, but she has a secret. Mysterious animals, such as Iyo, Kenta, and Issa visit her room every day. They seem to come from Animal Yokocho where animals are living, and they come here through ""secret door"" that exists somehow in her room. At first look, they look cute as stuffed animals, but their outrageous acts always annoy her. Furthermore, other animals begin to appear.Source: ANN
	"
470,3573,Hanbun no Tsuki ga Noboru Sora,TV Series,8.04,"Comedy, Drama, Romance",6,13,2006,0,"In the winter when he was in the second grade of the high school, the 17-year-old Yuuichi was hospitalized for hepatitis. Soon, he became well enough to be scolded by strict nurse Akiko for leaving his hospital room without permission.
One day, he happens to notice Rika, a girl his age, in the east wing of the building, where patients with serious illnesses are stationed. Akiko later asks Yuuichi to befriend the lonely Rika. He is fascinated by Rika's beauty, even though she seems to be a very selfish girl. And although she leads him by the nose, he becomes attracted to her more and more. However, when Rika tells him about her illness, he understands why she has acted so selfishly â she might not live for very much longer.
	"
471,3574,Higurashi no Naku Koro ni,TV Series,8.33,"Horror, Mystery, Psychological, Supernatural, Thriller",26,17,2006,2,"* Adapted from the murder mystery computer game of the same name developed by Studio 7th Expansion, with animation done by Studio Deen.Maebara Keiichi, a young teenager, has recently moved from the city to the rural village of Hinamizawa with his family. He is adjusting quite well to his new life, making friends at the small school, playing games, passing time in relative happiness, when suddenly a gruesome murder occurs...
A mystery begins to unravel â tracing back to events five years ago. As Keiichi learns more about these strange events, he wonders if he will be able to face the truth behind all of this.
	"
472,3584,Majime ni Fumajime Kaiketsu Zorori,TV Series,3.76,"Adventure, Kids",97,14,2005,0,"Zorori, Ishishi, and Noshishi help the wizard Nelly and the mysterious Najo to restore the magic forest in a magical country.
	"
473,3585,Bomberman B-Daman Bakugaiden,TV Series,6.31,"Comedy, Sci-Fi, Shounen",48,17,1998,0,"* Based on the Hudson Soft game.
	"
474,3602,Nessa no Haou Gandalla,TV Series,5.61,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",26,6,1998,0,"A dispute between young band members and an unfortunate choice of melody inadverdently draws them all into the demonic horror known as the desert-god Gandalla.
	"
475,3621,Rockman.EXE Beast,TV Series,7.03,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",25,12,2005,0,"Trill, a mysterious navi said to have originated from the world of Beyondard, is discovered. And new beast-type enemies, the Zoanoroids, want him for his special power. Netto Hikari and Rockman must protect their new friend while they try to figure out what Trill is really and his connection to the two legendary cyber beasts, Grega and Faltzer.Source: ANN
	"
476,3632,Kappamaki,TV Series,,"Comedy, Slice of Life",130,3,2003,0,"Kappamaki and his sushi friends are cute-cool-charming characters who soothe your grating feelings and heal your weary heart.
They are all adorable characters originally made with clay by Miss Eri Okamoto.
Kappamaki and the Sushi Kids are living in a small and peaceful village surrounded by unspoiled nature - flowers, fields, green forest with a crystal-clear river flowing through it. All the inhabitants including Kappamaki and his friends are naÃ¯ve, honest and tenderhearted.
There is a school, a park, houses, business offices and shops just like an ordinary small village anywhere. A friendly guy says that it is a typical Alpine village with the glamour of Paris and the atmosphere of Venice... Is it, really?! OK. Let's take a closer look... Oh, my goodness! The village looks as if it is made of sushi tools - The banks of the canals are sushi pails. The buildings are piled-up sushi baskets etc...
This series of animated shorts is full of humorous mishaps and heart-warming tales giving smiles and chuckles to everybody. They are also educational and entertaining describing friendship and kindness. So, please enjoy the mind-healing tales in this fantasy land.
	"
477,3651,Suzumiya Haruhi no Yuuutsu,TV Series,8.52,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",14,14,2006,6,"* Based on Tanigawa Nagaru's Suzumiya Haruhi series of novels, illustrated by Itou Noizi.Suzumiya Haruhi, is an intelligent high school girl with a mischievous personality, and very egocentric disposition, and upon enrolment at school she announces:""I have no interest in ordinary humans. If there are any aliens, beings from the future, or super-humans, come see me. That is all!""
Naturally, this did raise a few eyebrows, but Haruhi is dead serious. Things get awkward when everyone realises just how serious she is about it all and establishes the SOS Brigade. What makes her quite ominous though is her unimaginable power to actually change the world, but she is totally unaware of her own power and so she is also unaware of the affect of her power on the outside world. The cynical Kyon, a friend at the SOS Brigade, is among the few who knows of Haruhi's power, and is desperately trying to keep the world together.Note: The chronological order of episodes is: 2, 3, 5, 10, 13, 14, 4, 7, 6, 8, 1, 12, 11, 9.
	"
478,3654,Ayakashi: Japanese Classic Horror,TV Series,7.45,"Fantasy, Historical, Horror",11,18,2006,0,"* Third installment in Fuji Television's Noitamina late-night anime time slot. A collection of three classic Japanese horror stories. The first is a retelling of Yotsuya Kaidan, one of the most famous ghost stories in Japan, written by the 18th century kabuki playwright Tsuruya Nanboku. The second is based on Tenshu Monogatari, a play by Izumi Kyouka. The third, Bakeneko, is an original story.Yotsuya Kaidan:
Tamiya Iemon is a samurai married to Oiwa, a beautiful woman, but he cannot bear the poverty they live in. One day, he is offered the opportunity to marry a rich woman and starts planning to kill Oiwa.Tenshu Monogatari:
Himekawa Zushonosuke is a falconer sent by his master Harima to retrieve a falcon at the reputedly haunted Sirasagi castle. On his way, Zushonosuke meets a woman of an evanescent beauty bathing in a lake.Bakeneko:
During the Edo period, the daughter of a family of samurai dies under mysterious circumstances, just before getting married. A wandering medicine seller senses that she was killed by a Bakeneko, a cat ghost. To fight it, he needs to know the form, the truth, and the reason why the Bakeneko has appeared, and the dark secrets of this uncommon family begin to unfold.
	"
479,3656,Rec,TV Series,8.02,"Comedy, Drama, Romance",9,10,2006,1,"* Based on a manga by the same name by Hanamizawa Q-Tarou, serialised in Sunday GX.Matsumaru Fumihiko is an average salaryman with no girlfriend. He invites his colleague Tanaka to a movie but is stood up. About to toss the tickets into a dustbin, a cute girl appears and asks him not to waste them. After a movie and dinner, he escorts her home and finds out that they live in the same neighbourhood. As fate will have it, her apartment catches fire only hours later. With nowhere else to stay, rookie seiyuu Onda Aka moves into Matsumaru's place, and the two begin a more than friends but not yet lovers relationship under the same roof, while keeping this secret from their employers.Source: ANN
	"
480,3684,Rakugo Tennyo Oyui,TV Series,6.53,"Comedy, Historical",12,16,2006,0,"Six girls including Tsukishima Yui were summoned into the end of Edo period by the power of mystic stones. They became celestial nymphs to protect cities from evils. Each girl obtained her own power. The power Yui obtained was word. She would fight against evils by her words that gave people hope.Source: AnimeNfo
	"
481,3704,Gaiking: Legend of Daiku-Maryu,TV Series,7.23,"Action, Mecha, Sci-Fi",39,9,2005,0,"A boy, Tsuwabuki Daiya found a black fire in an ocean when he and his father were in a small boat. A big monster came out of the fire, and the father and the crews were disappeared into the sea. When he was about to become the next victim, a large mecka dragon appeared and saved him.
5 years later since then, Daiya becomes a junior high school student. A big monster reappear, and he meets the mecha dragon, ""Daiku Maryu"". The head of the dragon separates from the body, and it turns into the body of a super robot, Gaiking. He gets in Gaiking, fights against the monster, and beats it.
He learns that there is an enemy that plots to conquer the world, and he leaves for another world, Darius, to stop the plot.Source: AnimeNfo
	"
482,3948,Chiisana Kyojin Microman,TV Series,5.83,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",52,10,1999,0,"One day a young boy named Kouhei discovered a package at his school. When he opened the package he discovered five small dolls inside. Suddenly the dolls began to move and the leader, Microman, said that they came from a planet in Outer Space named ""Micro Earth"".
Microman has come to protect the Earth from ""Acroiyar"" who plans to conquer it. Can Microman and his four allies succeed?
	"
483,3953,Kakutou Bijin Wulong,TV Series,6.7,"Action, Ecchi, Martial Arts",25,13,2005,0,"At first glance, Mao Ran is a normal cute girl, but she is a master of a martial arts handed down by Mao family.
One day, she is tricked by her grandfather, and forced to take part in the fighting match, ""Prime Mat"". First, she is reluctant to fight, but fighting against the rivals, she is gradually fascinated by the ""fighting"".Source: AnimeNfo
	"
484,3962,Surf Side High-School,TV Series,,"Comedy, Ecchi, School",20,5,1999,0,"* Based on Sawai Ken's manga, serialised in Young Sunday.
At a high school that sits in front of the ocean, three unpopular pubescent guys, Abe, Nagaho, and Mita, spend more of their time goofing off at the beach than studying. Of course, surfing always comes first, but their other adventures on the beach and search for girls are a source of non-stop laughter.Note: This series was broadcast as part of Wonderful, an after-midnight series of shorts on Japan's TBS network.
	"
485,3979,Tantei Shounen Kageman,TV Series,,"Comedy, Mystery",39,7,2001,0,"Kageman is a boy who wants to become the best detective in the world. Each of the self-contained episode features a fun guessing game and unriddling of a case.
	"
486,3984,Mayutoro The Toons,TV Series,,"Comedy, Fantasy, Kids",33,1,2003,0,
487,3989,Totsugeki! Pappara-tai,TV Series,,"Action, Comedy, Romance",25,6,1998,0,"An elite soldier, whose nickname is God of Death, is transferred to another unit known as the PaPaRa Army. The PaPaRa Army is infamous for its elite but hilariously crazy members. There is no plot to speak of other than humour, hilarious brutality, and general nonsense. This is also Matsuzawa-sensei's debut work.
	"
488,4003,Otome wa Boku ni Koishiteru,TV Series,7.37,"Comedy, Drama, Romance, School",12,17,2006,0,"* Based on the shoujo-ai game by Caramel Box.Mizuho, a young boy who has recently lost his grandfather, strives to obey his last wish Ã¢ÂÂ graduate from Seio, a private female only school. In order to complete this last wish, Mizuho disguises himself as a female with some help from his childhood friend, Mariya and another Seio student, the wise Shion. Mizuho eventually meets two younger girls, Yukari and Kana, whom she and Mariya must mentor. He also meets an old rival of Mariya's Ã¢ÂÂ the traditional Takako. Mizuho's journey is filled with many obstacles including using feminine language, adhering to feminine behaviors and even competing in an election to school office.Source: ANN
	"
489,4022,Inukami!,TV Series,7.53,"Comedy, Ecchi, Romance, Shounen, Supernatural",26,15,2006,0,"Kawahira Keita is a descendant of an ancient Inukami tamer family tasked with dealing with unruly spirits and daemons. While his Inukami (or spiritual pact creature) is a very strong female dog spirit named Youko, she is also very possessive and troublesome, especially when it comes to Keita's desire to live his youth to its fullest. Youko feels that she is all that Keita needs in terms of companionship and takes strong issue whenever her master tries to go out to pick up girls. But together they do make a strong team when dealing with whatever perverted spirits are troubling their neighbourhood.
	"
490,4023,Lemon Angel Project,TV Series,6.42,"Drama, Music",13,13,2006,0,"In the summer of 2017, the Lemon Angel, an idol group of girls, suddenly discontinued its activity without any notice when they were at the height of popularity.
10 months have passed since then. Minaguchi Tomo enters a high school to fulfill her promise with her senior student, Kono Yui, whom she respected. Tomo is asked to audition for the rebirth project of Lemon Angel. Then she learns that Yui organized the Lemon Angel, and Tomo resolved her mind to audition for Yui. However, being chosen as the members of the Lemon Angel, they must be selected girls whose singing and dancing abilities are supreme.
There are various jealous and harasses seething in the audition places. During the continuous lessees of sing and dancing, Tomo meets rivals girls who complete each other. At the same time, they are friends to understand each other.
Soon, 6 beautiful girls are chosen. What is waiting for them?Source: AnimeNfo
	"
491,4032,xxxHOLiC,TV Series,8.04,"Comedy, Drama, Mystery, Psychological, Supernatural",24,16,2006,0,"* Based on a seinen manga by Clamp serialised in Young Magazine.
Watanuki Kimihiro is a high school student plagued by youkai and ayakashi, spirits with a strong attraction to him. The spirits are invisible to others and encounters with them are extremely troublesome. When he stumbles into a shop that grants wishes, however, events in his life promise to become more unusual.
The shop is owned by Ichihara Yuuko, a mysterious and beautiful (sometimes playful) witch of many names and esoteric renown. For a price, she offers to grant Watanuki's wish to be rid of the spirits. The price, according to Yuuko, must be of equal value and so, as payment, he temporarily becomes Yuuko's part-time employee.
Watanuki's job consists of small errands dealing with the supernatural and household chores. His love interest, Kunogi Himawari, and ""rival"", Doumeki Shizuka, occasionally join him in his work as per Yuuko's request. The three become increasingly close despite Watanuki's annoyance with Doumeki.
The world of xxxHolic is directly connected to several other of Clamp's works through dimensional traveling. The series is directly connected to Tsubasa: Reservoir Chronicle, while other series including Cardcaptor Sakura, Legal Drug, and Magic Knight Rayearth are referenced at different times.
	"
492,4049,Ray The Animation,TV Series,6.78,"Drama, Romance, Sci-Fi",13,16,2006,0,"* Based on the manga by Yoshitomi Akihito.Kasunago Ray grew up on a farm, one that breeds and raises people as living, breathing organ donors. As a donor herself, Ray had her eyes taken away from her, but was given the gift of sight by a stranger. Ray's new sight, however, was far from ordinary. She was given x-ray vision. We meet Ray ten years later, now off the farm, working as a nurse and an underground medical doctor performing procedures for profit. A chance encounter with an old friend triggers Ray's memories of her difficult childhood, which inspires her to try to find the donor farm on which she was raised.
	"
493,4057,Kinnikuman II Sei: Ultimate Muscle 2,TV Series,6.81,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",13,5,2006,0,"Mantaro has made it to the semifinal match of the Chojin Cup. He must now fight Ricardo in a soccer field to advance to the last match. Kevin Mask is also in the semifinals, and must defeat Ilioukhine in an aerial field to advance. These three matches will determine who wins the Chojin Cup.Source: ANN
	"
494,4064,Denkou Chou Tokkyuu Hikarian,TV Series,,"Action, Adventure, Kids",52,5,2002,0,
495,4065,Mini Moni the TV,TV Series,4.24,Comedy,15,0,2003,0,"The J-pop group Mini Moni has opened a cheerful little cake shop. Leader Mika-chan struggles to keep Aibon and Nono from causing trouble, all the while teaching new member Ai-chan the ropes. Regular customers include lively flower shop owner Yaguchi-san, and her flight attendant friend Gocchin, who is constantly trying to impress everyone with her non-existent knowledge of the places she claims her job has taken her.Source: ANN
	"
496,4066,Mini Moni Yaru no da Pyon!,TV Series,4.17,Comedy,66,0,2001,0,"The very tiny adventures of the equally tiny bright and happy J-pop group Mini Moni, without a real continued plot between each short.Source: ANN
	"
497,4069,Funny Pets,TV Series,4.5,Comedy,12,3,2006,0,"One day an armada of Unidentified Flying Objects (UFO) came out of nowhere under the full moon.
One of them mistakenly fell to the Earth.
The two Extra-Terrestrials, Crescent and Corona, who were on board the falling UFO, happened to be saved and picked up by an Earth girl Funny. In reality Crescent and Corona were forced to live as pet with that selfish and moody girl Funny...
	"
498,4071,Sabaku no Kaizoku! Captain Kuppa,TV Series,,"Action, Adventure",26,5,2001,0,"Sometime in the future, the world was completely dried up and became all desert. They had little rivers and lakes left, which villians and dangerous animals lived. Water has become the most valueable thing on the world. Whoever can control water will rule over the world.Source: ANN
	"
499,4073,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,TV Series,4.68,"Action, Drama, Police, Seinen",11,6,2006,0,"* Based on Kitashiba Ken & Watanabe Yasuhiro's political intrigue detective manga.
The close relationship between political and business circles doesn't die; politicians and government officers line their pockets taking advantage of their positions. Zaizen Jotaro is an investigator who is allowed to use extralegal methods to crack down these power abusing criminals.
	"
500,4074,Magikano,TV Series,6.81,"Comedy, Fantasy, Harem, Magic, Romance, Shounen",13,16,2006,0,"* Based on Momose Takeaki's manga.Yoshikawa Haruo is your everyday junior high school student. No, actually he is not very intelligent. His only pride is a full attendance record, and his hope for the future is longevity.
Haruo is living peacefully with his three cute little sisters, but not for long. One day, a beautiful girl, Mamiya Ayumi, transfers to his class. Somehow, she comes to live in his house as a maid. In fact, Ayumi is a witch, and she is cursed. To break her curse she needs Haruo's latent magical power, and she plots to awaken it. However, Haruo's three little sisters get in her way and protect him. Surprisingly, they are also witches. Haruo's peaceful days turn into turmoil. Will he break Ayumi's mysterious curse? And what happened in Haruo and Ayumi's past?Source: AnimeNfo
	"
